company_id                          , company                                                                      , domain                       , score_id                            , score, fit_score, intent_score, target_roles                                , reason_to_write                                                                                                              , evidence_urls                                                                                                                            , signal_types                       , positive_reasons                                                                                                           , penalties
ecf26053-9fe3-4919-b0c2-352e77504dec, PostHog                                                                      , posthog.com                  , 2018895d-7831-4b56-9faa-5a97099194a1,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, PostHog posted in Ask HN: Who is hiring? (August 2026).                                                                      , https://news.ycombinator.com/item?id=49156716                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
3c7f8144-46d5-4586-9ada-900265848436, Process                                                                      , process.you                  , 756b92a4-3c97-4994-bd37-ce065481e97f,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Process posted in Ask HN: Who is hiring? (August 2026).                                                                      , https://news.ycombinator.com/item?id=49162395                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
b0a9fe9a-f958-4716-9dc3-e1b0a0b2e276, Radical Numerics                                                             , radicalnumerics.ai           , a85884af-4527-4c28-aff1-f682e73d8ae9,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Radical Numerics posted in Ask HN: Who is hiring? (August 2026).                                                             , https://news.ycombinator.com/item?id=49159996                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
364d8cd1-cd10-47d7-9578-aa6b64116471, Railway                                                                      , railway.com                  , 7bcc3dd1-5870-4345-afc1-84c7d5031e88,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Railway posted in Ask HN: Who is hiring? (August 2026).                                                                      , https://news.ycombinator.com/item?id=49160915                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
0c37af15-2966-4e0c-b4cc-96023e0eb19d, Retool                                                                       , retool.com                   , 8d856c7a-0b3e-418f-bbbd-37fc1124e313,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Retool posted in Ask HN: Who is hiring? (August 2026).                                                                       , https://news.ycombinator.com/item?id=49164146                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
01031602-2257-4070-80ca-c3210b94ef60, Role: Engineering Manager                                                    , histowiz.comabout            , 46bc93dc-5a8c-43fa-a89b-ec33719e65c0,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Role: Engineering Manager posted in Ask HN: Who is hiring? (August 2026).                                                    , https://news.ycombinator.com/item?id=49157505                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
372bed08-5888-4277-a519-63d73dd40058, Rootly                                                                       , rootly.com                   , d09131b6-9ee0-488d-b9c2-4b4b57eacdcf,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Rootly posted in Ask HN: Who is hiring? (August 2026).                                                                       , https://news.ycombinator.com/item?id=49160751                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
a4eea2e3-1418-45d4-8c13-0146247ee0c3, Seeq                                                                         , seeq.com                     , c22f4b74-6d73-4b9a-8d5a-c7c910eb9a6f,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Seeq posted in Ask HN: Who is hiring? (August 2026).                                                                         , https://news.ycombinator.com/item?id=49157265                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
4c1ad194-9b82-41c5-ab12-8628e4b86243, Shepherd                                                                     , shepherdinsurance.com        , eb875268-4297-43b8-a091-0f500a900f11,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Shepherd posted in Ask HN: Who is hiring? (August 2026).                                                                     , https://news.ycombinator.com/item?id=49156730                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
f0b99380-42f3-4fea-af6b-5d5fea0ac66a, SmarterDx                                                                    , smarterdx.com                , 923155de-674f-4e4e-9aea-868267673f2e,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, SmarterDx posted in Ask HN: Who is hiring? (August 2026).                                                                    , https://news.ycombinator.com/item?id=49156724                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
04b8a793-a7a2-4f59-9d5a-b78bb610093b, Snowflake                                                                    , careers.snowflake.com        , 1c5d0977-10c3-43f2-bf1d-9a049a7bd5ac,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Snowflake posted in Ask HN: Who is hiring? (August 2026).                                                                    , https://news.ycombinator.com/item?id=49163337                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
fd423249-a2a4-4fbd-bbe2-4a870ab3d7ff, Stanford Research Computing                                                  , srcc.stanford.edu            , f2822bcf-a980-421d-b2aa-9ddd3c9d8bb6,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Stanford Research Computing posted in Ask HN: Who is hiring? (August 2026).                                                  , https://news.ycombinator.com/item?id=49163927                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
04f90999-f9cb-425c-a71c-e3707948dc6a, Starbridge                                                                   , starbridge.ai                , fe66c196-8d84-45d3-bece-8de9a72a0d17,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Starbridge posted in Ask HN: Who is hiring? (August 2026).                                                                   , https://news.ycombinator.com/item?id=49157646                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
01f3a665-6c68-446e-a7b1-19322ce9de50, Stellar Science                                                              , stellarscience.com           , 8bccb5b6-83f1-4d93-a619-a84f5bc31b9b,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Stellar Science posted in Ask HN: Who is hiring? (August 2026).                                                              , https://news.ycombinator.com/item?id=49163160                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
c8a9c7f4-07f0-43e0-8f24-4fc950ed33ca, Stripe                                                                       , stripe.com                   , 3f4eef95-a849-466d-9569-d7525d846f80,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Stripe posted in Ask HN: Who is hiring? (August 2026).                                                                       , https://news.ycombinator.com/item?id=49158886                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
ad2494b9-47f8-442f-8c30-198940cf8aad, Sumble is the newco from the founders of Kaggle. We are                      , techcrunch.com               , 115b021d-931e-4344-bb19-5e9aac755d72,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Sumble is the newco from the founders of Kaggle. We are posted in Ask HN: Who is hiring? (August 2026).                      , https://news.ycombinator.com/item?id=49157182                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
1c8fe724-dc8b-4099-952f-825f7711fa5c, Temporal Technologies                                                        , temporal.io                  , d0ea2495-2672-450a-b04c-f68351e2989e,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Temporal Technologies posted in Ask HN: Who is hiring? (August 2026).                                                        , https://news.ycombinator.com/item?id=49156845                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
45a246b0-7b3e-41ac-81fc-347facfc5d7b, Tonic AI . In this role you will                                             , tonic.ai                     , c552ede3-e0a4-44cc-bedc-ef083c769574,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Tonic AI . In this role you will posted in Ask HN: Who is hiring? (August 2026).                                             , https://news.ycombinator.com/item?id=49158072                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
c13a1bc4-69fb-494f-bf00-6b01707b99dd, Upgraid                                                                      , upgraid.us                   , 039e1b57-0190-4148-bb86-e6f116629972,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Upgraid posted in Ask HN: Who is hiring? (August 2026).                                                                      , https://news.ycombinator.com/item?id=49162950                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
236b7e69-fa88-42c4-b55a-b8ba35207358, Want                                                                         , want.no                      , a3d9bd2c-55a7-4cab-a9b6-3ec6472318a8,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Want posted in Ask HN: Who is hiring? (August 2026).                                                                         , https://news.ycombinator.com/item?id=49165172                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
62763691-7bd7-4527-8800-8b419e6ab778, Well                                                                         , secure7.entertimeonline.com  , 5b633762-3c38-40f9-a688-ac51a8a13a7a,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Well posted in Ask HN: Who is hiring? (August 2026).                                                                         , https://news.ycombinator.com/item?id=49160256                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
133759c3-c737-401b-8b8e-89abe2a98109, Which                                                                        , which.your                   , e1e2bfc8-5cfb-44dc-af27-825487670608,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Which posted in Ask HN: Who is hiring? (August 2026).                                                                        , https://news.ycombinator.com/item?id=49171720                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
